tenure_months,monthly_charges,support_calls,plan,region,churn
4.0,,2.0,premium,north,1
62.0,41.83,0.0,plus,coast,0
19.0,78.62,1.0,basic,south,1
11.0,50.6,1.0,premium,south,0
71.0,65.08,0.0,premium,north,0
14.0,45.36,2.0,plus,coast,0
66.0,,2.0,plus,north,0
64.0,89.57,3.0,plus,coast,0
58.0,,0.0,premium,north,0
63.0,61.57,0.0,basic,coast,0
38.0,102.85,2.0,plus,north,1
21.0,,1.0,plus,south,1
60.0,56.77,0.0,plus,coast,0
60.0,64.34,1.0,premium,south,0
14.0,34.81,4.0,plus,north,0
28.0,,1.0,premium,north,0
19.0,95.86,2.0,plus,coast,1
51.0,41.23,1.0,basic,coast,0
26.0,77.0,2.0,plus,south,0
19.0,103.28,2.0,plus,south,1
59.0,43.18,0.0,basic,coast,0
50.0,60.39,0.0,plus,south,0
30.0,58.49,3.0,premium,coast,0
54.0,83.22,1.0,basic,south,0
22.0,79.29,0.0,plus,north,0
30.0,74.86,2.0,basic,coast,1
62.0,65.96,3.0,basic,coast,1
38.0,58.91,3.0,plus,south,1
62.0,66.12,2.0,basic,coast,0
51.0,94.12,0.0,basic,north,0
70.0,83.45,1.0,basic,coast,0
5.0,64.06,2.0,basic,north,1
56.0,60.54,2.0,premium,coast,0
16.0,83.97,1.0,plus,south,0
33.0,95.83,1.0,basic,coast,0
15.0,89.2,1.0,plus,north,1
71.0,25.76,1.0,basic,south,0
27.0,77.6,0.0,premium,south,0
13.0,93.89,1.0,plus,north,1
30.0,,5.0,basic,coast,1
23.0,66.96,2.0,premium,north,0
58.0,70.1,2.0,basic,north,0
69.0,53.94,0.0,plus,north,0
41.0,92.77,1.0,premium,south,1
49.0,66.43,0.0,premium,north,0
57.0,86.7,0.0,basic,coast,0
8.0,91.85,1.0,basic,north,1
60.0,83.98,4.0,basic,coast,0
42.0,82.05,1.0,premium,north,1
68.0,105.74,4.0,basic,coast,0
42.0,72.08,1.0,plus,south,0
19.0,,3.0,premium,north,1
66.0,88.25,0.0,plus,coast,0
40.0,41.43,2.0,basic,north,1
32.0,74.15,3.0,plus,coast,0
13.0,118.17,0.0,plus,coast,0
32.0,82.74,2.0,basic,coast,1
44.0,56.43,0.0,plus,south,0
35.0,,1.0,premium,north,0
20.0,49.57,1.0,basic,south,0
61.0,49.15,1.0,premium,south,0
10.0,71.51,0.0,basic,coast,1
71.0,90.4,2.0,premium,coast,1
27.0,67.56,1.0,premium,coast,1
38.0,56.2,1.0,plus,coast,0
37.0,111.75,2.0,premium,coast,1
41.0,83.13,2.0,plus,north,1
20.0,64.26,0.0,basic,south,1
50.0,24.56,3.0,basic,coast,0
14.0,35.69,1.0,basic,north,1
12.0,79.77,1.0,basic,south,1
63.0,47.29,0.0,basic,north,0
38.0,101.06,1.0,plus,south,0
26.0,79.47,0.0,plus,south,0
35.0,99.43,1.0,plus,north,0
10.0,,2.0,premium,north,0
64.0,96.57,1.0,premium,north,1
35.0,,0.0,basic,coast,0
4.0,,0.0,basic,coast,1
46.0,81.97,2.0,basic,coast,1
28.0,58.64,1.0,basic,north,0
32.0,,0.0,premium,south,0
15.0,58.98,0.0,basic,north,0
48.0,45.69,3.0,basic,south,0
42.0,58.28,0.0,basic,south,0
41.0,43.61,2.0,basic,south,0
4.0,,0.0,plus,coast,0
57.0,88.75,3.0,basic,south,1
22.0,63.31,0.0,premium,coast,0
65.0,118.29,1.0,premium,south,1
16.0,56.29,2.0,plus,north,1
54.0,56.42,0.0,basic,north,1
33.0,86.87,2.0,plus,south,0
6.0,74.38,1.0,basic,coast,1
27.0,61.75,2.0,basic,coast,1
8.0,63.1,1.0,basic,coast,0
32.0,44.48,1.0,plus,coast,0
71.0,51.95,3.0,plus,south,0
48.0,56.79,1.0,basic,north,0
62.0,79.18,1.0,plus,south,0
26.0,66.5,1.0,premium,coast,0
2.0,92.92,0.0,basic,south,1
24.0,67.33,0.0,basic,coast,0
24.0,48.52,2.0,plus,coast,1
32.0,84.92,0.0,basic,coast,0
22.0,74.39,0.0,plus,coast,1
25.0,62.7,2.0,plus,south,0
27.0,105.87,2.0,plus,north,1
11.0,35.67,1.0,basic,north,0
62.0,95.6,0.0,basic,north,1
12.0,78.77,1.0,basic,coast,1
71.0,36.96,2.0,basic,coast,0
42.0,102.43,1.0,basic,north,0
19.0,64.35,1.0,basic,south,1
69.0,84.5,1.0,basic,north,0
6.0,85.28,0.0,plus,north,1
58.0,33.91,1.0,basic,coast,0
26.0,106.85,1.0,plus,north,1
55.0,,0.0,basic,north,0
22.0,88.45,0.0,basic,coast,1
49.0,63.29,0.0,plus,coast,0
67.0,66.91,0.0,plus,south,0
3.0,119.68,0.0,basic,coast,1
32.0,120.59,2.0,plus,north,1
15.0,76.03,2.0,basic,coast,1
62.0,45.56,3.0,plus,north,0
69.0,53.95,0.0,plus,north,0
37.0,95.79,1.0,basic,south,0
23.0,65.57,2.0,basic,south,0
71.0,32.62,1.0,plus,south,0
58.0,87.71,0.0,basic,north,0
52.0,72.15,0.0,plus,coast,0
54.0,62.26,0.0,plus,north,0
69.0,45.41,1.0,plus,north,0
